product_name,unit,quantity,vol,value
LARGE My Grandma's Ted Williams All Star Chocolate Coffee Cake,Ounce,50,3.1,50.0
Cocoa Classics Caramel Cocoa Mix,Ounce,1.25,45.0,45.0
Dolcetto Chocolate-Filled Wafer Bites,Ounce,24,0.7,16.8
Kraft Deluxe Original Cheddar Family Size Macaroni and Cheese Meal,Ounce,24,24.0,24.0
Roland Foods Black Truffle Oil,Fl Oz,3.38,3.4,3.38
Bone Shaped Candy Fun Packs for Halloween,Count,59,59,59.0
"Progresso Traditional, Hearty Chicken and Rotini Soup",Ounce,6,19,114.0
Kool-Aid Jammers Tropical Punch,Count,10,10,10.0
YumEarth Organic Halloween Lollipops,Ounce,8.5,8.7,8.5
Member's Mark Mountain Trek Mix,Ounce,64,64,64.0
Proteinwise Chocolate Coated Soy Snacks,Count,7,15,7.0
Torani Syrup Strawberry,Ounce,76.2,1,1
Orange Blossom Water (Cortas),Fl Oz,10,10,10.0
Spice Hunter Organic Tarragon,Ounce,1,0.3,1.8
BOBS RED MILL 1-To-1 Baking Flour,Ounce,1814,1,63.99
tag Jackson Plaid Fish Flour Sack Dishtowel,Count,1,1.0,1.0
Golden Farms Pineapple Pouches,Count,1,3.17,1.0
Liquid Alchemist Prickly Pear Syrup,Fl Oz,25,25.0,25.0
Raspberry Chicory Root Tea,Count,100,100.0,100.0
Wicked Cutz Teriyaki Beef Sticks,None,,,
McCormick Bay Leaves,Count,12,0.12,12.0
Ghirardelli Chocolate Bar Intense Dark Toffee,oz,3.5,3.5,3.5
Coffee Jelly Topping Composite for Bubble Boba Milk Tea,Fl Oz,1000,1000,34.88
BlueHenry Dehydrated Pineapple Slices,Ounce,3,3.0,3.0
Nature's Honey'd Corn Flakes,Ounce,9,10.6,98.1
NUT CRAVINGS Gourmet Collection,Ounce,32,32.0,32.0
Stonewall Kitchen Red Pepper Jelly,Ounce,1,13,23.5
Knorr Vegetable Recipe Mix,Ounce,3,1.4,4.2
TOP SEEDZ Rosemary Crackers,Ounce,5,0,5.0
Smucker's Cherry Preserves,Ounce,12,12.0,12.0
"Carniceria Compare, Mexican Style Hominy",Ounce,25,25.0,25.0
Marshalls Creek Kosher Spices,Ounce,13,13,15.0
Numi Organic Roasted Japanese Green Tea Variety Pack,Count,16,16,16.0
SPLENDA Low Calorie Sweetener for Baking,Ounce,32,64.0,64.0
CELEBRATION HERBALS Organic Licorice Root Tea,Count,24,24,24.0
"Boboli, Original Pizza Crust",Ounce,3,14,42.0
Food to Live Organic Lemon Powder,Ounce,256,256,256.0
KauffmanTreats Kutztown Glass Bottle Sarsaparilla Soda,Fl Oz,12,48.0,48.0
Teapigs Chai Loose Tea,gram,250,250.0,250.0
Navel Oranges,Ounce,3,16,16.0
Smoked Salmon Food Gift Pack,Ounce,8,48.0,48.0
Gevalia Special Reserve Guatemala Single Origin Medium Roast Coarse Ground Coffee,Count,1000,10.0,10.0
Shipped by B4Y- Monster Energy Rehab Green Tea,Fl Oz,16,16.0,16.0
Martha White Mexican Style Cornbread and Muffin Mix,Ounce,12,6,72.0
Generic Di.vina Olive Salad Muffuletta,Ounce,6,7.4,6.0
King and Prince Mrs.Fridays Gourmet Breaded Pollock,Count,4,2.12,4.0
Ann Clark Lemon Yellow Food Coloring Gel,Count,1,0.7,1.0
Kellogg's Little Bites Frosted Mini-Wheats,Count,1,15.9,1.0
"Nescafe Instant Coffee Packets, Decaf, Taster's Choice Light Roast",Count,6.0,1000,6.0
Earth's Best Organic Sunny Days Snack Bars for Toddlers,Ounce,28.14,1,28.14
The Bean Organic Coffee Company Water Processed DECAF Le Bean,Ounce,1,80.0,80.0
Starbucks Frappuccino Coffee Drink,Fl Oz,9.5,15,142.5
Hypothermias Shaved Ice & Snow Cone Syrup,Fl Oz,32,32.0,32.0
Simply Organic Curry Powder,Ounce,3,36.0,36.0
Terrasoul Superfoods Organic Pitted Medjool Dates,Ounce,2,3,48.0
BEER NUTS Original Bar Mix,Ounce,12,24,24.0
Lakanto Classic Monk Fruit Sweetener,Ounce,3.17,1,3.17
"Sunshine Bakeries, Cheez-It, Original",Ounce,12,12,36.0
McCormick Sea Salt Grinder,Ounce,2.12,2.11,2.11
Planters Trail Mix,oz,108,183.6,183.6
"Yankee Traders, Spicy Indian Summer Oriental Rice Snack Mix",Ounce,2,16,32.0
Mott's 100% Apple Juice,Fl Oz,2,86,172.0
Keystone All Natural Heat and Serve Ground Beef,Fl Oz,14,14.0,14.0
Goodles Shella Good Aged White Cheddar and Shells Pasta,Ounce,6,30.0,30.0
Badia Complete Seasoning,Ounce,96,96.0,96.0
Creamy Hazelnut Coffee Alternative,Count,1,1.0,1.0
Sincerely Nuts Blanched Almond Flour for Baking,Ounce,16,1,16.0
Pacific Natural Foods Organic Natural Almond Beverage,Count,1,32,1.0
Amazon Brand - Happy Belly Crushed Tomatoes,Ounce,1,28,28.0
Back to Nature Gluten Free Crackers,Ounce,6,3.2,19.2
Barilla Mezzi Rigatoni Pasta,Ounce,16,192.0,192.0
El Yucateco Green Habanero Hot Sauce,Fl Oz,8,8.0,8.0
"Jelly Belly, Gummies Vegan Sours",Ounce,1,4,4.0
Spicely Organics Cardamom Pods,Ounce,1,1.2,1.2
Walkers Pure Butter Assorted Shortbread,Ounce,6,8.8,52.8
Generic Boulangerie 255 Brioche Hamburger Buns,Ounce,10.6,14,148.16
McCormick Mediterranean Sea Salt Grinder,Ounce,1,2.12,2.12
Amazon Brand - Happy Belly Ketchup,Ounce,35.3,35.3,35.3
Yellowbird® Made w/ Organic Ghost Pepper Hot Sauce,Ounce,9.8,9.8,9.8
Bumble Bee Snack On The Run Ranch Tuna Salad with Crackers Kit,Ounce,3.5,3.5,3.5
Japanese Plum Yerba Mate Tea,Count,150,150,150.0
PG Tips Original Tea Bags,Count,80,80,80.0
BULK Organic Fresh Grind Almond Butter,Count,1,1.0,1.0
Arctic Farms Freeze Dried Ice Cream Bits,Ounce,2.5,2.5,2.5
"LesserEvil ""No Cheese"" Cheesiness Grain Free Power Curls",Ounce,4,24.0,24.0
J-Basket Taro Instant Boba Kit Tea,Ounce,6,10,60.0
Welch's Juice with Calcium,Fl Oz,64,64,64.0
Cinna-pix Cinnamon Toothpicks Tubes,Count,20,480,480.0
Jell-O Instant Pudding & Pie Filling,Ounce,4,3.4,13.6
De Cecco Semolina Pasta,Ounce,6,1,96.0
BEAR Real Fruit Snack Rolls,Count,18,0.7,18.0
Maybelline New York The Colossal Volum' Express Waterproof Mascara,ounce,0.27,0.27,0.27
Bridgford Turkey Pepperoni,Ounce,1,4,4.0
Laxmi Brand All Natural Wet Tamarind,Ounce,14,1,14.0
Ortega Taco Hot Sauce,Ounce,96,8,96.0
St. Claire's Organic Herbal Pastilles,Ounce,1.5,4.5,4.5
LaCroix Sparkling Water,fl oz,12,12,144.0
Seitenbacher Vegetarian Vegetable Broth and Seasoning,Ounce,6,5,30.0
Fanale Premium Honeydew Bubble Tea Flavoring Powder,Ounce,2.2,35.2,35.2
"Tazo, Tea Vanilla Caramel Chai Filterbags",Count,20,20,20.0
DeLallo Roasted Pepper Bruschetta,Ounce,10,10,10.0
Trident Sugar Free Gum,Count,42,0,42.0
Pecan Gift Tin - 2 lbs | Seventh Heaven,Ounce,2,2,32.0
Angel's Dream Tea (Loose),Ounce,8,8.0,8.0
Walker’s Shortbread Glenfiddich Mincemeat Tarts,Ounce,6,26.2,26.2
Colmans Classic Mint Sauce,Ounce,165,165,5.78
Emirelli Turkish Antep Pistachios in Shell,Ounce,1,12.0,12.0
Matt's Bakery | Chocolate Chip Cookies,Ounce,10.5,10.5,10.5
Libby's Vienna Sausages,Ounce,8,5,5.0
Crystal Light,Ounce,1.56,12,3.12
Cattlemen's Kansas City Classic BBQ Sauce,Ounce,12,18,216.0
"Smart Sips Coffee,Banana Cream Coffee",Count,48,48.0,48.0
Blackeye Beans,Ounce,25,400.0,400.0
Sangria Decaf Black Tea,Count,100,100.0,100.0
Magic Spoon Cereal,Ounce,1,8,8.0
McCormick Chili Powder,Ounce,1,2.5,2.5
Wilton 16911-1352 Blue Candy Melts,Ounce,12,12,12.0
Solo Poppy Seed Cake & Pastry Filling,Ounce,12.5,12.5,50.0
Gourmet Roasted Unsalted Cashews by Its Delish,Ounce,10,16.0,16.0
"Pacific Foods Broth, Og, Mushroom",Ounce,32,1.33,192.0
Endangered Species Puffin Dark Chocolate with Cherries,Ounce,3,3,3.0
GAMESA Animalitos,oz,16,16.0,16.0
"VAHDAM, Vanilla Chai Tea Bags",Count,15,15,15.0
MW Polar Herring,Ounce,7.05,1,7.05
Kickass Honey BBQ Meat Sticks,Count,16,16.0,16.0
Eden Foods Udon 100 Percent Whole Grain Pasta,Ounce,8.8,105.6,105.6
Werther's Originals Chewy Caramels,Ounce,2,10.8,21.6
Fiesta Ancho Chili Pods,None,12,5,nan
Gold Peak Iced Tea,Fl Oz,12,18.5,222.0
The V.I.P. Gourmet Gift Basket by Wine Country Gift Baskets,Count,1,1.0,1.0
